Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Age_Group,Gen_Group,DaysAsCustomer,NumChildren,NumAcceptedCmp,Total_Purchases,Total_Spending,Conversion_Rate
S1,Menikah,40211000.0,1,1,2013-07-30,30,51000,1000,7000,2000,1000,25000,2,2,1,2,8,1,0,0,0,0,0,0,41,Late Adult,Millennials,3349,2,1,7,87000,0.1
S3,Janda,33438000.0,1,1,2013-09-22,81,62000,1000,16000,3000,2000,6000,4,2,1,4,5,0,0,0,0,0,0,0,64,Senior,Boomers,3295,2,0,11,90000,0.0
S3,Menikah,75032000.0,0,1,2013-04-28,74,952000,12000,180000,47000,12000,12000,2,5,4,9,3,0,0,0,0,0,0,0,63,Senior,Boomers,3442,1,0,20,1215000,0.0
S3,Lajang,61284000.0,0,0,2013-10-12,76,618000,15000,106000,20000,7000,45000,1,11,2,8,6,0,1,0,0,0,0,0,67,Late Senior,Boomers,3275,0,1,22,811000,0.2
S1,Menikah,22518000.0,1,0,2012-10-22,36,11000,7000,12000,2000,2000,27000,2,2,1,2,5,1,0,0,0,0,0,1,36,Late Adult,Millennials,3630,1,2,7,61000,0.4
S2,Menikah,54730000.0,0,1,2013-08-15,64,318000,3000,17000,4000,7000,56000,5,4,1,8,4,0,0,0,0,0,0,0,47,Mature,Gen X,3333,1,0,18,405000,0.0
S2,Menikah,38452000.0,1,1,2014-03-30,62,56000,0,14000,0,0,2000,3,3,0,3,7,0,0,0,0,0,0,0,67,Late Senior,Boomers,3106,2,0,9,72000,0.0
S1,Cerai,44421000.0,1,1,2013-02-15,53,110000,5000,59000,7000,1000,7000,5,5,0,4,8,0,0,0,0,0,0,0,51,Mature,Gen X,3514,2,0,14,189000,0.0
S3,Bertunangan,38197000.0,1,0,2013-06-29,86,23000,0,11000,2000,1000,3000,1,1,0,3,5,0,0,0,0,0,0,0,36,Late Adult,Millennials,3380,1,0,5,40000,0.0
S1,Cerai,41986000.0,0,1,2014-02-09,15,27000,5000,8000,8000,3000,12000,3,3,0,4,4,0,0,0,0,0,0,0,44,Late Adult,Gen X,3155,1,0,10,63000,0.0
S1,Bertunangan,28427000.0,1,0,2013-03-21,67,18000,3000,19000,3000,3000,6000,2,2,0,3,8,0,0,0,0,0,0,0,39,Late Adult,Millennials,3480,1,0,7,52000,0.0
S3,Bertunangan,37395000.0,1,0,2014-05-02,47,18000,0,9000,0,1000,11000,1,1,0,3,6,0,0,0,0,0,0,0,46,Mature,Gen X,3073,1,0,5,39000,0.0
S1,Menikah,64722000.0,1,0,2014-05-26,47,303000,0,280000,60000,147000,15000,4,8,2,11,6,0,0,0,0,0,0,0,51,Mature,Gen X,3049,1,0,25,805000,0.0
S2,Bertunangan,55249000.0,0,1,2014-04-17,81,97000,1000,19000,2000,0,11000,1,2,1,4,3,0,0,0,0,0,0,0,66,Late Senior,Boomers,3088,1,0,8,130000,0.0
S1,Bertunangan,84906000.0,0,0,2013-10-04,98,997000,15000,414000,99000,30000,76000,1,5,6,12,2,0,1,1,0,1,0,0,50,Mature,Gen X,3283,0,3,24,1631000,1.5
S1,Menikah,28691000.0,1,0,2013-07-04,56,5000,4000,13000,8000,0,4000,1,1,0,3,8,0,0,0,0,0,0,0,33,Adult,Millennials,3375,1,0,5,34000,0.0
S1,Lajang,44213000.0,1,1,2013-11-29,48,95000,11000,35000,0,4000,7000,4,2,1,5,6,0,0,0,0,0,0,0,70,Late Senior,Boomers,3227,2,0,12,152000,0.0
SMA,Lajang,25707000.0,1,0,2014-01-18,18,1000,6000,2000,3000,6000,3000,1,1,0,3,7,0,0,0,0,0,0,0,38,Late Adult,Millennials,3177,1,0,5,21000,0.0
S3,Menikah,59062000.0,2,1,2013-10-03,74,46000,1000,12000,3000,0,9000,2,2,0,3,4,0,0,0,0,0,0,0,55,Senior,Gen X,3284,3,0,7,71000,0.0
S1,Lajang,76624000.0,0,1,2014-05-24,68,411000,106000,147000,54000,115000,66000,1,5,10,7,1,1,0,0,0,0,0,0,60,Senior,Boomers,3051,1,1,23,899000,1.0
S2,Bertunangan,66000000.0,0,0,2014-04-20,36,244000,51000,270000,101000,0,45000,1,1,3,5,1,0,0,0,0,0,0,0,75,Late Senior,Boomers,3085,0,0,10,711000,0.0
S3,Bertunangan,27683000.0,1,0,2012-08-04,90,152000,9000,121000,12000,12000,45000,4,6,2,4,8,0,0,0,0,0,0,0,44,Late Adult,Gen X,3709,1,0,16,351000,0.0
S1,Cerai,1730000.0,0,0,2014-05-18,65,1000,1000,3000,1000,1000,1000,15,0,0,0,20,0,0,0,0,0,0,0,51,Mature,Gen X,3057,0,0,15,8000,0.0
SMA,Lajang,7500000.0,1,0,2012-12-03,63,10000,17000,18000,8000,26000,40000,4,3,2,2,9,0,0,0,0,0,0,0,30,Adult,Millennials,3588,1,0,11,119000,0.0
S1,Bertunangan,40521000.0,1,1,2013-04-05,82,12000,0,5000,0,0,4000,1,0,1,2,5,0,0,0,0,0,0,0,54,Mature,Gen X,3465,2,0,4,21000,0.0
S3,Bertunangan,20427000.0,1,0,2014-03-24,63,5000,0,4000,0,0,1000,1,1,0,2,8,0,0,0,0,0,0,0,49,Mature,Gen X,3112,1,0,4,10000,0.0
S1,Menikah,65106000.0,0,1,2014-05-24,55,790000,19000,133000,12000,0,19000,3,8,3,13,6,0,1,0,0,0,0,0,47,Mature,Gen X,3051,1,1,27,973000,0.2
S3,Menikah,69969000.0,0,0,2013-08-27,64,882000,29000,514000,38000,29000,44000,1,4,2,6,3,0,0,1,1,0,0,1,57,Senior,Gen X,3321,0,3,13,1536000,1.0
S1,Menikah,67433000.0,0,2,2013-07-16,51,615000,28000,259000,12000,48000,30000,4,6,5,13,4,0,1,0,0,0,0,0,70,Late Senior,Boomers,3363,2,1,28,992000,0.2
S3,Menikah,77766000.0,0,1,2013-02-22,97,1004000,59000,265000,115000,59000,27000,2,11,10,11,6,1,0,0,0,0,0,1,55,Senior,Gen X,3507,1,2,34,1529000,0.3
S1,Menikah,74716000.0,0,1,2013-09-12,92,133000,27000,421000,13000,195000,71000,2,7,3,5,4,0,0,0,0,0,0,0,50,Mature,Gen X,3305,1,0,17,860000,0.0
S1,Cerai,68118000.0,0,1,2013-10-18,51,595000,23000,123000,10000,23000,154000,2,8,9,4,6,0,0,0,0,0,0,0,59,Senior,Boomers,3269,1,0,23,928000,0.0
S3,Menikah,55158000.0,1,1,2012-07-30,72,293000,0,87000,4000,11000,23000,4,7,2,5,7,0,0,0,0,0,0,1,52,Mature,Gen X,3714,2,1,18,418000,0.1
D3,Menikah,62972000.0,0,1,2012-08-03,39,313000,15000,47000,20000,0,192000,2,7,4,3,6,0,0,0,0,0,0,1,67,Late Senior,Boomers,3710,1,1,16,587000,0.2
S1,Menikah,74190000.0,0,1,2014-05-12,49,151000,81000,86000,168000,91000,64000,2,4,2,11,2,0,0,0,0,0,0,0,47,Mature,Gen X,3063,1,0,19,641000,0.0
S1,Menikah,39356000.0,1,1,2014-03-19,21,15000,0,2000,0,0,6000,1,1,0,2,6,1,0,0,0,0,0,0,46,Mature,Gen X,3117,2,1,4,23000,0.2
S1,Bertunangan,76653000.0,0,0,2013-08-16,91,736000,63000,946000,219000,189000,126000,1,4,7,11,2,0,0,1,1,0,0,0,53,Mature,Gen X,3332,0,2,23,2279000,1.0
S3,Cerai,35860000.0,1,1,2014-05-19,37,15000,0,8000,4000,2000,20000,2,1,1,2,5,1,0,0,0,0,0,0,49,Mature,Gen X,3056,2,1,6,49000,0.2
S3,Cerai,90687000.0,0,0,2013-05-22,98,982000,17000,672000,23000,34000,51000,1,6,2,8,2,0,0,1,0,0,0,1,39,Late Adult,Millennials,3418,0,2,17,1779000,1.0
S2,Bertunangan,73450000.0,0,0,2013-12-05,85,1142000,51000,415000,90000,69000,37000,1,7,8,11,3,1,0,0,1,0,0,0,40,Late Adult,Millennials,3221,0,2,27,1804000,0.7
S1,Menikah,31454000.0,1,1,2013-07-06,40,28000,0,11000,0,0,9000,3,2,0,3,8,0,0,0,0,0,0,0,62,Senior,Boomers,3373,2,0,8,48000,0.0
S1,Lajang,47139000.0,1,1,2014-03-06,2,46000,0,12000,0,2000,23000,2,2,1,2,7,0,0,0,0,0,0,1,70,Late Senior,Boomers,3130,2,1,7,83000,0.1
S1,Cerai,83829000.0,0,0,2013-10-08,78,897000,161000,430000,186000,161000,27000,0,4,7,6,1,1,0,1,1,0,0,1,47,Mature,Gen X,3279,0,4,17,1862000,4.0
S3,Menikah,53378000.0,1,1,2012-09-24,41,489000,6000,152000,8000,6000,132000,10,9,4,6,8,0,0,0,0,0,0,1,59,Senior,Boomers,3658,2,1,29,793000,0.1
S1,Bertunangan,19656000.0,1,0,2013-02-08,94,25000,4000,9000,6000,8000,32000,3,2,1,3,7,0,0,0,0,0,0,0,52,Mature,Gen X,3521,1,0,9,84000,0.0
S3,Menikah,45579000.0,0,1,2013-08-20,10,145000,1000,33000,2000,1000,1000,1,4,1,4,6,0,0,0,0,0,0,0,74,Late Senior,Boomers,3328,1,0,10,183000,0.0
D3,Lajang,85485000.0,0,0,2014-06-21,73,630000,26000,611000,44000,18000,54000,1,6,6,6,2,0,0,0,0,0,0,0,64,Senior,Boomers,3023,0,0,19,1383000,0.0
S1,Menikah,55956000.0,0,0,2014-04-07,22,760000,38000,104000,50000,9000,38000,2,7,3,4,4,0,1,0,0,0,0,0,78,Late Senior,Boomers,3098,0,1,16,999000,0.2
S2,Lajang,64191000.0,0,1,2013-01-22,30,420000,15000,186000,151000,38000,15000,3,5,3,13,3,0,0,0,0,0,0,0,59,Senior,Boomers,3538,1,0,24,825000,0.0
S1,Lajang,38808000.0,1,0,2012-08-26,21,125000,17000,52000,3000,19000,30000,4,5,1,4,8,1,0,0,0,0,0,1,50,Mature,Gen X,3687,1,2,14,246000,0.2
S2,Menikah,57183000.0,1,1,2013-03-19,51,464000,5000,64000,7000,0,70000,8,9,1,7,8,0,0,0,0,0,0,0,56,Senior,Gen X,3482,2,0,25,610000,0.0
S2,Cerai,23748000.0,1,0,2012-11-21,97,6000,6000,29000,12000,15000,8000,3,2,1,3,8,0,0,0,0,0,0,0,54,Mature,Gen X,3600,1,0,9,76000,0.0
S1,Menikah,66303000.0,0,1,2013-02-26,56,1090000,12000,96000,16000,12000,60000,4,3,4,11,8,0,1,0,0,0,0,0,51,Mature,Gen X,3503,1,1,22,1286000,0.1
S2,Menikah,37368000.0,1,0,2013-12-16,4,3000,2000,11000,2000,2000,10000,1,1,0,2,6,1,0,0,0,0,0,0,47,Mature,Gen X,3210,1,1,4,30000,0.2
S1,Menikah,40800000.0,1,2,2013-01-01,77,24000,0,27000,8000,30000,10000,2,3,0,3,7,0,0,0,0,0,1,0,58,Senior,Boomers,3559,3,0,8,99000,0.0
S1,Cerai,71847000.0,0,0,2012-09-21,95,737000,21000,106000,55000,63000,210000,0,6,7,9,3,0,0,0,1,0,0,0,44,Late Adult,Gen X,3661,0,1,22,1192000,0.3
S1,Menikah,46149000.0,0,1,2013-11-29,36,254000,6000,71000,4000,0,27000,5,5,1,7,5,0,0,0,0,0,0,0,47,Mature,Gen X,3227,1,0,18,362000,0.0
S1,Bertunangan,78687000.0,0,0,2012-08-09,13,817000,185000,687000,145000,55000,241000,1,4,6,8,2,0,0,1,0,0,0,1,39,Late Adult,Millennials,3704,0,2,19,2130000,1.0
D3,Cerai,49118000.0,0,0,2012-08-18,90,620000,54000,239000,99000,98000,119000,2,9,7,10,7,0,1,0,0,1,0,1,51,Mature,Gen X,3695,0,3,28,1229000,0.4
S3,Menikah,37633000.0,1,1,2012-09-20,49,13000,4000,20000,0,0,1000,2,1,0,3,9,0,0,0,0,0,0,0,65,Late Senior,Boomers,3662,2,0,6,38000,0.0
S2,Bertunangan,39767000.0,0,0,2013-07-21,18,113000,61000,204000,34000,26000,47000,2,7,1,7,8,0,0,0,0,0,0,0,71,Late Senior,Boomers,3358,0,0,17,485000,0.0
SMA,Menikah,26997000.0,0,0,2012-11-05,89,7000,23000,78000,133000,49000,144000,2,4,2,5,7,0,0,0,0,0,0,0,71,Late Senior,Boomers,3616,0,0,13,434000,0.0
S1,Cerai,33986000.0,1,0,2013-03-14,43,16000,2000,18000,2000,1000,5000,1,1,0,3,7,0,0,0,0,0,0,0,52,Mature,Gen X,3487,1,0,5,44000,0.0
S3,Menikah,57091000.0,0,1,2012-11-23,82,462000,0,24000,6000,0,4000,2,9,2,5,7,0,1,0,0,0,0,1,50,Mature,Gen X,3598,1,2,18,496000,0.3
D3,Menikah,46831000.0,1,1,2013-06-08,84,22000,2000,10000,6000,4000,34000,2,1,2,2,4,0,0,0,0,0,0,0,53,Mature,Gen X,3401,2,0,7,78000,0.0
S2,Menikah,83151000.0,0,0,2013-02-10,80,968000,147000,842000,137000,42000,210000,1,5,7,10,2,1,0,1,1,0,0,1,50,Mature,Gen X,3519,0,4,23,2346000,2.0
S1,Menikah,52531000.0,0,0,2012-12-30,68,283000,112000,151000,51000,72000,125000,2,7,2,10,6,0,0,0,0,0,0,0,51,Mature,Gen X,3561,0,0,21,794000,0.0
S1,Menikah,15759000.0,0,0,2013-09-05,12,1000,2000,5000,6000,0,3000,1,1,0,2,7,0,0,0,0,0,0,0,66,Late Senior,Boomers,3312,0,0,4,17000,0.0
S1,Lajang,22804000.0,1,0,2013-07-31,75,14000,1000,7000,2000,1000,1000,1,2,0,2,9,0,0,0,0,0,0,0,51,Mature,Gen X,3348,1,0,5,26000,0.0
D3,Menikah,43050000.0,1,0,2014-03-18,10,30000,5000,24000,6000,3000,8000,2,2,0,4,5,0,0,0,0,0,0,0,49,Mature,Gen X,3118,1,0,8,76000,0.0
S3,Lajang,42997000.0,1,1,2013-12-07,91,4000,0,5000,0,1000,5000,1,1,0,2,7,0,0,0,0,0,0,0,45,Mature,Gen X,3219,2,0,4,15000,0.0
S3,Lajang,48918000.0,1,1,2014-04-12,21,52000,0,9000,0,0,1000,2,1,0,4,4,0,0,0,0,0,0,0,59,Senior,Boomers,3093,2,0,7,62000,0.0
S2,Bertunangan,60033000.0,0,1,2014-03-29,28,62000,1000,57000,19000,11000,48000,2,2,1,5,2,0,0,0,0,0,0,0,68,Late Senior,Boomers,3107,1,0,10,198000,0.0
S3,Bertunangan,34043000.0,1,0,2013-10-25,97,20000,2000,14000,3000,0,10000,1,2,0,2,9,0,0,0,0,0,0,0,44,Late Adult,Gen X,3262,1,0,5,49000,0.0
S1,Bertunangan,57811000.0,0,1,2013-06-24,49,545000,7000,114000,37000,21000,78000,5,7,2,11,5,0,1,0,0,0,0,0,56,Senior,Gen X,3385,1,1,25,802000,0.2
S1,Menikah,78569000.0,0,0,2014-02-19,14,558000,79000,622000,207000,175000,95000,1,4,6,4,1,0,0,1,0,0,0,1,76,Late Senior,Boomers,3145,0,2,15,1736000,2.0
S1,Lajang,7500000.0,1,1,2012-12-27,5,6000,5000,4000,13000,4000,25000,4,2,1,3,6,0,0,0,0,0,0,0,44,Late Adult,Gen X,3564,2,0,10,57000,0.0
S2,Bertunangan,157733000.0,1,0,2013-06-04,37,39000,1000,9000,2000,0,8000,0,1,0,1,1,0,0,0,0,0,0,0,51,Mature,Gen X,3405,1,0,2,59000,0.0
S1,Bertunangan,94384000.0,0,0,2013-03-04,62,1111000,24000,790000,160000,45000,172000,0,5,8,5,2,0,1,1,1,0,0,1,69,Late Senior,Boomers,3497,0,4,18,2302000,2.0
D3,Menikah,23148000.0,0,0,2014-02-18,83,4000,6000,8000,6000,3000,10000,1,2,0,3,7,0,0,0,0,0,0,0,37,Late Adult,Millennials,3146,0,0,6,37000,0.0
S1,Cerai,44267000.0,1,1,2013-02-25,48,183000,5000,65000,3000,5000,49000,5,5,2,4,9,0,0,0,0,0,0,0,52,Mature,Gen X,3504,2,0,16,310000,0.0
S1,Menikah,71626000.0,0,0,2012-11-01,94,546000,72000,376000,94000,145000,72000,1,5,5,8,3,0,1,0,0,0,0,0,43,Late Adult,Gen X,3620,0,1,19,1305000,0.3
S1,Bertunangan,60894000.0,0,1,2013-06-28,61,606000,7000,155000,10000,0,54000,5,10,3,8,7,0,0,0,0,0,0,0,56,Senior,Gen X,3381,1,0,26,832000,0.0
S1,Bertunangan,50200000.0,1,1,2013-04-03,70,266000,6000,51000,8000,6000,64000,6,7,1,5,8,0,0,0,0,0,0,0,46,Mature,Gen X,3467,2,0,19,401000,0.0
S3,Menikah,81051000.0,0,0,2014-05-23,43,1142000,29000,249000,38000,29000,14000,1,5,5,12,2,0,1,1,0,0,0,0,57,Senior,Gen X,3052,0,2,23,1501000,1.0
S1,Menikah,65169000.0,0,0,2014-01-14,23,1074000,0,69000,0,0,46000,1,10,4,13,6,1,0,1,1,1,0,1,40,Late Adult,Millennials,3181,0,5,28,1189000,0.8
S1,Bertunangan,59868000.0,0,1,2013-07-22,37,771000,51000,154000,54000,10000,154000,7,11,2,12,6,0,0,0,0,0,0,0,50,Mature,Gen X,3357,1,0,32,1194000,0.0
S3,Menikah,65695000.0,0,1,2014-01-31,50,371000,32000,189000,0,58000,6000,2,5,4,10,4,0,0,0,0,0,0,0,62,Senior,Boomers,3164,1,0,21,656000,0.0
S2,Lajang,64857000.0,0,0,2012-11-23,78,556000,14000,717000,210000,0,43000,1,7,5,10,4,0,0,0,0,0,0,0,66,Late Senior,Boomers,3598,0,0,23,1540000,0.0
S2,Bertunangan,45143000.0,0,1,2013-08-26,74,202000,5000,74000,11000,5000,14000,3,6,1,5,7,0,0,0,0,0,0,0,57,Senior,Gen X,3322,1,0,15,311000,0.0
D3,Bertunangan,74805000.0,0,1,2013-11-06,14,209000,162000,209000,41000,162000,37000,5,4,7,10,2,0,0,0,0,0,0,0,67,Late Senior,Boomers,3250,1,0,26,820000,0.0
D3,Menikah,59060000.0,1,0,2014-01-11,77,35000,40000,111000,36000,40000,12000,3,3,1,7,4,0,0,0,0,0,0,0,33,Adult,Millennials,3184,1,0,14,274000,0.0
S3,Lajang,27238000.0,1,1,2013-04-20,39,37000,0,17000,0,0,3000,3,3,0,3,9,0,0,0,0,0,0,0,60,Senior,Boomers,3450,2,0,9,57000,0.0
S1,Bertunangan,47009000.0,0,1,2013-10-01,89,171000,45000,73000,59000,10000,90000,4,3,2,8,4,0,0,0,0,0,0,0,57,Senior,Gen X,3286,1,0,17,448000,0.0
D3,Menikah,46094000.0,1,1,2014-06-10,62,12000,2000,20000,3000,2000,5000,1,1,0,3,7,0,0,0,0,0,0,0,49,Mature,Gen X,3034,2,0,5,44000,0.0
S1,Menikah,40321000.0,1,1,2013-07-29,59,44000,4000,21000,6000,0,27000,2,3,0,3,7,0,0,0,0,0,0,0,50,Mature,Gen X,3350,2,0,8,102000,0.0
S1,Bertunangan,37235000.0,1,0,2014-02-01,68,20000,2000,9000,4000,6000,20000,1,1,1,2,4,0,0,0,0,0,0,0,38,Late Adult,Millennials,3163,1,0,5,61000,0.0
S2,Menikah,81843000.0,0,0,2013-04-22,13,779000,86000,537000,34000,69000,138000,1,5,9,12,3,0,0,0,0,0,0,0,62,Senior,Boomers,3448,0,0,27,1643000,0.0
S2,Bertunangan,46692000.0,0,1,2013-06-06,37,170000,6000,97000,24000,12000,88000,3,6,1,5,6,0,0,0,0,0,0,0,64,Senior,Boomers,3403,1,0,15,397000,0.0
S1,Bertunangan,77382000.0,0,1,2014-01-07,36,491000,48000,231000,112000,105000,134000,2,5,7,12,1,0,0,1,0,0,0,0,54,Mature,Gen X,3188,1,1,26,1121000,1.0
S1,Lajang,37774000.0,2,0,2012-09-03,28,173000,8000,107000,7000,2000,176000,4,7,2,3,9,1,0,0,0,0,1,1,45,Mature,Gen X,3679,2,2,16,473000,0.2
SMA,Menikah,18393000.0,1,0,2014-03-29,2,7000,10000,13000,16000,0,4000,2,3,0,3,8,0,0,0,0,0,0,0,48,Mature,Gen X,3107,1,0,8,50000,0.0
S2,Menikah,72828000.0,0,1,2013-02-14,17,1205000,0,235000,19000,14000,205000,6,6,3,13,7,0,0,0,0,0,0,0,60,Senior,Boomers,3515,1,0,28,1678000,0.0
S1,Menikah,24711000.0,0,0,2014-04-18,86,10000,7000,25000,6000,3000,7000,1,3,0,3,7,0,0,0,0,0,0,0,40,Late Adult,Millennials,3087,0,0,7,58000,0.0
S3,Menikah,45503000.0,1,0,2013-09-25,54,97000,4000,44000,6000,1000,18000,1,3,1,4,5,0,0,0,0,0,0,0,47,Mature,Gen X,3292,1,0,9,170000,0.0
S2,Lajang,6560000.0,0,0,2013-12-12,2,67000,11000,26000,4000,3000,262000,0,1,0,1,17,0,0,0,0,0,0,0,40,Late Adult,Millennials,3214,0,0,2,373000,0.0
S3,Bertunangan,71604000.0,0,0,2013-11-17,3,345000,53000,528000,98000,75000,97000,1,8,3,5,4,1,0,0,0,0,0,1,77,Late Senior,Boomers,3239,0,2,17,1196000,0.5
S1,Menikah,27244000.0,1,0,2014-03-07,84,6000,5000,17000,3000,24000,46000,2,2,2,2,7,0,0,0,0,0,0,0,43,Late Adult,Gen X,3129,1,0,8,101000,0.0
S1,Menikah,48752000.0,1,1,2012-12-12,8,73000,57000,100000,71000,15000,0,5,6,1,5,9,0,0,0,0,0,0,1,53,Mature,Gen X,3579,2,1,17,316000,0.1
S1,Menikah,71434000.0,0,1,2013-09-18,4,711000,36000,217000,172000,96000,168000,3,7,4,7,4,0,1,0,1,0,0,0,60,Senior,Boomers,3299,1,2,21,1400000,0.5
S1,Lajang,90842000.0,0,0,2013-07-29,57,774000,70000,118000,182000,187000,93000,1,4,9,13,1,0,0,0,0,0,0,0,74,Late Senior,Boomers,3350,0,0,27,1424000,0.0
S2,Menikah,88097000.0,1,0,2012-08-18,24,163000,0,480000,0,126000,75000,1,6,5,8,9,0,1,1,1,0,0,1,44,Late Adult,Gen X,3695,1,4,20,844000,0.4
S1,Menikah,51948000.0,0,1,2013-09-17,51,82000,33000,54000,71000,30000,41000,2,5,2,4,5,0,0,0,0,0,0,0,47,Mature,Gen X,3300,1,0,13,311000,0.0
S1,Bertunangan,71853000.0,0,0,2013-05-08,29,358000,108000,413000,141000,97000,32000,1,2,8,6,1,0,0,0,0,0,0,0,40,Late Adult,Millennials,3432,0,0,17,1149000,0.0
S2,Menikah,35876000.0,0,0,2014-04-20,13,66000,2000,40000,4000,3000,14000,1,3,1,3,6,0,0,0,0,0,0,0,39,Late Adult,Millennials,3085,0,0,8,129000,0.0
S1,Janda,40049000.0,0,1,2013-10-16,23,13000,6000,7000,0,3000,3000,1,1,0,3,6,0,0,0,0,0,0,0,70,Late Senior,Boomers,3271,1,0,5,32000,0.0
S1,Lajang,39660000.0,1,0,2012-08-08,36,139000,13000,78000,20000,13000,36000,3,7,1,3,9,0,0,0,0,0,0,1,40,Late Adult,Millennials,3705,1,1,14,299000,0.1
S1,Bertunangan,50127000.0,0,1,2014-05-29,88,274000,0,21000,4000,6000,15000,1,5,1,6,6,0,1,0,0,0,0,0,60,Senior,Boomers,3046,1,1,13,320000,0.2
S2,Menikah,43263000.0,0,1,2012-11-21,2,262000,6000,61000,0,10000,102000,3,5,2,6,5,0,0,0,0,0,0,0,45,Mature,Gen X,3600,1,0,16,441000,0.0
S2,Menikah,62845000.0,1,1,2012-10-01,3,1099000,0,45000,0,0,34000,11,3,4,10,8,0,1,0,0,0,0,1,73,Late Senior,Boomers,3651,2,2,28,1178000,0.2
S1,Menikah,18929000.0,0,0,2013-02-16,15,32000,0,8000,23000,4000,18000,1,1,0,4,6,0,0,0,0,0,0,0,32,Adult,Millennials,3513,0,0,6,85000,0.0
SMA,Lajang,24367000.0,1,0,2013-03-20,58,2000,4000,2000,0,11000,5000,1,1,0,2,9,0,0,0,0,0,0,0,40,Late Adult,Millennials,3481,1,0,4,24000,0.0
S1,Lajang,33249000.0,1,0,2013-02-20,11,6000,10000,21000,19000,14000,42000,2,2,1,3,6,0,0,0,0,0,0,0,47,Mature,Gen X,3509,1,0,8,112000,0.0
D3,Menikah,26887000.0,0,1,2013-02-10,27,6000,7000,4000,3000,4000,6000,1,1,0,3,6,0,0,0,0,0,0,0,63,Senior,Boomers,3519,1,0,5,30000,0.0
S3,Menikah,50150000.0,0,0,2013-06-20,32,135000,46000,92000,65000,61000,11000,2,5,2,7,5,0,0,0,0,0,0,0,39,Late Adult,Millennials,3389,0,0,16,410000,0.0
S1,Bertunangan,62061000.0,0,1,2013-08-31,12,641000,7000,84000,0,30000,38000,3,10,4,7,6,0,1,0,0,0,0,0,46,Mature,Gen X,3317,1,1,24,800000,0.2
S3,Cerai,85696000.0,0,0,2013-05-03,88,714000,76000,395000,116000,0,12000,1,4,6,9,1,0,0,0,0,0,0,1,60,Senior,Boomers,3437,0,1,20,1313000,1.0
S3,Bertunangan,76542000.0,0,0,2013-03-30,91,794000,73000,573000,0,29000,14000,1,4,8,10,2,0,0,0,0,0,0,0,66,Late Senior,Boomers,3471,0,0,23,1483000,0.0
S1,Lajang,70515000.0,0,0,2013-10-21,12,420000,0,452000,182000,64000,140000,1,6,6,4,2,0,0,0,0,0,0,1,29,Adult,Millennials,3266,0,1,17,1258000,0.5
S1,Bertunangan,18227000.0,1,0,2012-11-08,21,1000,2000,7000,4000,3000,11000,1,0,1,2,8,0,0,0,0,0,0,0,35,Late Adult,Millennials,3613,1,0,4,28000,0.0
S1,Menikah,69139000.0,0,1,2014-01-27,23,86000,12000,75000,33000,15000,6000,1,4,1,5,4,0,0,0,0,0,0,0,57,Senior,Gen X,3168,1,0,11,227000,0.0
S1,Menikah,69109000.0,0,0,2012-11-09,10,823000,25000,459000,124000,29000,95000,1,6,6,7,4,0,0,1,0,0,0,1,40,Late Adult,Millennials,3612,0,2,20,1555000,0.5
S1,Lajang,69627000.0,0,1,2013-03-17,35,231000,161000,215000,171000,30000,53000,2,8,2,11,5,0,0,0,0,0,0,0,60,Senior,Boomers,3484,1,0,23,861000,0.0
S1,Menikah,38136000.0,1,0,2013-04-22,69,8000,15000,27000,0,20000,33000,2,3,1,2,8,1,0,0,0,0,0,0,44,Late Adult,Gen X,3448,1,1,8,103000,0.1
S3,Lajang,62159000.0,0,0,2014-04-28,68,182000,17000,259000,77000,70000,29000,1,6,2,10,4,0,0,0,0,0,0,0,76,Late Senior,Boomers,3077,0,0,19,634000,0.0
S1,Lajang,80695000.0,0,0,2013-12-29,85,557000,129000,984000,193000,37000,18000,1,5,8,5,2,0,0,0,0,0,0,0,59,Senior,Boomers,3197,0,0,19,1918000,0.0
S2,Lajang,33316000.0,1,1,2013-10-04,34,79000,1000,31000,4000,4000,12000,3,2,1,4,6,0,0,0,0,0,0,0,51,Mature,Gen X,3283,2,0,10,131000,0.0
S1,Bertunangan,58554000.0,1,1,2012-09-26,55,368000,24000,68000,38000,0,88000,6,8,2,6,7,0,0,0,0,0,0,0,54,Mature,Gen X,3656,2,0,22,586000,0.0
SMA,Menikah,17256000.0,1,0,2013-11-23,10,6000,4000,14000,8000,8000,22000,2,2,1,2,8,1,0,0,0,0,0,0,30,Adult,Millennials,3233,1,1,7,62000,0.1
S1,Cerai,53034000.0,1,1,2013-05-30,30,160000,15000,196000,15000,11000,50000,8,6,1,7,8,0,0,0,0,0,0,0,48,Mature,Gen X,3410,2,0,22,447000,0.0
D3,Bertunangan,52203000.0,0,0,2012-07-31,36,488000,21000,238000,56000,108000,28000,1,8,7,11,6,0,0,0,0,0,0,0,72,Late Senior,Boomers,3713,0,0,27,939000,0.0
